GEOID	FMRKTPTH16
01001	0.01804532986863
01003	0.0191788572277921
01005	0.154053533602927
01007	0.0441637592191847
01009	0.0173298211562457
01011	0.0965064659332175
01013	0.1000100010001
01015	0.0174503319925662
01017	0.0295482079011908
01019	0.0388726919339164
01021	0
01023	0.0769645193565766
01025	0.0819940964250574
01027	0.148235991698784
01029	0.0670061645671402
01031	0.0195213368211455
01033	0.0553342186808322
01035	0.0806776926179911
01037	0
01039	0.0533931336430135
01041	0.0718752246100769
01043	0.0121254744091863
01045	0.040628935928168
01047	0.0249950009998
01049	0.0282087447108604
01051	0.0244501766525263
01053	0.0795165394402036
01055	0.0292500292500292
01057	0.060437567992264
01059	0.0632351081320349
01061	0
01063	0.237473284255521
01065	0.0668806848582129
01067	0.116522955022139
01069	0.0288306296609518
01071	0.0191798688096973
01073	0.0257762830903034
01075	0.0718494036499497
01077	0.0108321237461817
01079	0.0300806160510167
01081	0.0251586567793146
01083	0.0107813224370101
01085	0.0965437343116432
01087	0.052734272003375
01089	0.0196096557945132
01091	0.152493264880801
01093	0.0666711114074272
01095	0.03152684510861
01097	0.0120529558668968
01099	0.0928936367858802
01101	0.0132538690252663
01103	0.0252075420965953
01105	0.104449550866931
01107	0.098405825624877
01109	0.0300426605780208
01111	0.088292424509977
01113	0.0171904008801485
01115	0.011361183380861
01117	0.0379827368461034
01119	0.0766871165644172
01121	0.0124839269440595
01123	0.0245537358509097
01125	0.0145558995060698
01127	0.0153924300029246
01129	0.05968011458582
01131	0.273074822501365
01133	0.0420079815164881
02013	0
02016	0.177085177970604
02020	0.0335354402532596
02050	0
02060	0
02068	0
02070	0.20185708518369
02090	0.0298195914715968
02100	0.400641025641026
02105	0
02110	0.0615991129727732
02122	0.102553584247769
02130	0
02150	0
02164	0
02170	0.076654050687491
02180	0
02185	0
02188	0
02195	0
02198	0
02220	0.113250283125708
02230	0
02240	0.14543339150669
02261	0.320684126135756
02270	0
02275	0
02282	0
02290	0.180962721679334
04001	0.0136776452565926
04003	0.031804086825157
04005	0.0141936582734834
04007	0.0373440884308014
04009	0.0265964520332988
04011	0
04012	0
04013	0.00919161620901452
04015	0.00487213092390219
04017	0.0272662825150419
04019	0.0265694160435975
04021	0.00238925789649735
04023	0.10873110796999
04025	0.0354669669536535
04027	0.00486307998307648
05001	0.109805644010102
05003	0.0975990630489947
05005	0.0730602503531245
05007	0.0309728174810582
05009	0.0804203302594896
05011	0
05013	0
05015	0.108514794183607
05017	0.0913659205116492
05019	0.0441364699651322
05021	0.0670241286863271
05023	0.0395820139328689
05025	0.12134449702706
05027	0.041839253587716
05029	0.0477623346229164
05031	0.0188973401993669
05033	0.016059871199833
05035	0
05037	0.0586957797734343
05039	0
05041	0
05043	0
05045	0.0409074917980479
05047	0
05049	0
05051	0.0307764908645116
05053	0.0553036168565424
05055	0.0224225301583031
05057	0.0910166560480568
05059	0
05061	0.0747551767959931
05063	0
05065	0.0744435345790218
05067	0.0580686371290866
05069	0.014282449725777
05071	0.0764058679706602
05073	0
05075	0.119510008963251
05077	0.107411385606874
05079	0
05081	0.0803148341498675
05083	0.137665198237885
05085	0
05087	0.0622200099552016
05089	0.0612557427258805
05091	0.0456756571585174
05093	0.0466907902416248
05095	0
05097	0.112625295641401
05099	0.119075970469159
05101	0.252016129032258
05103	0.041497219686281
05105	0.0986971969996052
05107	0.105401844532279
05109	0.0923190546528804
05111	0.0416267743412563
05113	0.0991424180835771
05115	0.0313582840746954
05117	0
05119	0.027972027972028
05121	0.0573131591013297
05123	0.0381737669873263
05125	0.00842438691524224
05127	0.194609321786514
05129	0.125517760763148
05131	0.0234754642273051
05133	0
05135	0.0582852480037303
05137	0.159502352659702
05139	0.0250708250808534
05141	0.0601395236949723
05143	0.0219251125854531
05145	0.025232453982312
05147	0
05149	0
06001	0.0212416793307536
06003	0
06005	0.107000508252414
06007	0.0352634177304464
06009	0.0664142923557149
06011	0.0926440615156568
06013	0.0220239673622423
06015	0.0363108206245461
06017	0.0538720538720539
06019	0.0153074501359812
06021	0.10681858643404
06023	0.102454517512404
06025	0.0110568710160712
06027	0.110229276895944
06029	0.0180834278945917
06031	0.0133524718763561
06033	0.109177116476387
06035	0.0323939099449304
06037	0.012329951474243
06039	0.0517139957465238
06041	0.0575482158134824
06043	0.0574382538770821
06045	0.0912950198566668
06047	0.0223320628870891
06049	0.113700966458215
06051	0.143051283885273
06053	0.0275715020954342
06055	0.0422041838414248
06057	0.100901046343851
06059	0.00756493551522885
06061	0.052558135868037
06063	0.0536855102807752
06065	0.0100513414143326
06067	0.0171678354000766
06069	0.0168310499208941
06071	0.0102799126768145
06073	0.0141662313815783
06075	0.0321511286768547
06077	0.0204440725137623
06079	0.0742345883692075
06081	0.0300733397228284
06083	0.0291368760786247
06085	0.0203188284684501
06087	0.0364069275101666
06089	0.0779375497547751
06091	0
06093	0.160539412425751
06095	0.0113582928031585
06097	0.045719283598704
06099	0.022158209616663
06101	0.0206930088669543
06103	0.0474113407927176
06105	0.156470035988108
06107	0.0238903476479953
06109	0.0743439149505613
06111	0.0117683332980283
06113	0.0278032641032057
06115	0.039853869146463
08001	0.0120436703486843
08003	0.0600456346823586
08005	0.00784845573784902
08007	0.155593589544111
08009	0
08011	0.341238696468179
08013	0.018620471346198
08014	0.0150310390957327
08015	0.157414209255956
08017	0
08019	0.211954217888936
08021	0
08023	0.268744961031981
08025	0
08027	0.217296827466319
08029	0.0328493528677485
08031	0.0202002712607855
08033	0
08035	0.0152145865283965
08037	0.0926114578895701
08039	0.0396337838373429
08041	0.0261519953972488
08043	0.0843063693462041
08045	0.0849083838538217
08047	0
08049	0.199893390191898
08051	0.121891760117016
08053	0
08055	0.299535719634566
08057	0
08059	0.0192362508896766
08061	0
08063	0
08065	0
08067	0.0359563489923233
08069	0.0352948443056181
08071	0.0709068992412962
08073	0
08075	0
08077	0.0199889394535024
08079	1.36612021857924
08081	0.0762834693721871
08083	0.148153635319827
08085	0.024113235755106
08087	0.0353681827827686
08089	0
08091	0.411776816965205
08093	0.058254689502505
08095	0
08097	0.0563316809373592
08099	0
08101	0.0242243660786202
08103	0
08105	0.174231204808781
08107	0.121713729308666
08109	0
08111	0
08113	0.374204814768617
08115	0
08117	0.0329228945808915
08119	0.0831842948051408
08121	0
08123	0.0339061207329147
08125	0
09001	0.0328328268958045
09003	0.0392205641261826
09005	0.0876371384283375
09007	0.073471336994655
09009	0.0326768781911014
09011	0.0667158387107535
09013	0.0661734538572506
09015	0.0602451115395208
10001	0.0228797611352937
10003	0.0287259846280075
10005	0.0726443920799452
11001	0.0792753644464671
12001	0.030360992197225
12003	0
12005	0.0217422027025558
12007	0.0742776498551586
12009	0.0103603681384145
12011	0.00471294992961995
12013	0
12015	0.0168100187711876
12017	0.00696277006844403
12019	0.00480051461516675
12021	0.0246483502037597
12023	0.0144302226583356
12027	0
12029	0
12031	0.0107961630436543
12033	0.0158635984352146
12035	0.0184655156495245
12037	0
12039	0.0217362952658349
12041	0
12043	0
12045	0.125078173858662
12047	0
12049	0
12051	0
12053	0.0164082369349413
12055	0.00990913324811479
12057	0.00653956655752857
12059	0
12061	0.0197937491340235
12063	0.0207344129050986
12065	0.0719114051488566
12067	0.116049669258443
12069	0.0119262006702525
12071	0.0179971647543525
12073	0.0382180653320455
12075	0.0250243987888191
12077	0
12079	0.0548726953467954
12081	0.00798110075341591
12083	0.0085954959601169
12085	0.00630115752263691
